epoch	eR [deg]	eT [m]	speed (raw) [-]	speed (thr) [-]	keypoint_rmse_px [pix]	keypoint_rmse_px_median [pix]	keypoint_rmse_norm_input [-]	keypoint_rmse_norm_input_median [-]	keypoint_rmse_norm_bbox [-]	keypoint_rmse_norm_bbox_median [-]	pck_0.05_bbox_pct [%]	pck_0.10_bbox_pct [%]	keypoint_inside_pct [%]	valid_kpt_pct [%]	heatmap_peak_mean [-]	heatmap_peak_std [-]	heatmap_entropy [-]	heatmap_entropy_std [-]	heatmap_entropy_beta [-]	heatmap_entropy_beta_std [-]	collapsed_keypoint_distance [pix]	collapsed_keypoint_spread_min_px [pix]	per_keypoint_rmse_px_00 [pix]	per_keypoint_rmse_px_01 [pix]	per_keypoint_rmse_px_02 [pix]	per_keypoint_rmse_px_03 [pix]	per_keypoint_rmse_px_04 [pix]	per_keypoint_rmse_px_05 [pix]	per_keypoint_rmse_px_06 [pix]	per_keypoint_rmse_px_07 [pix]	per_keypoint_rmse_px_08 [pix]	per_keypoint_rmse_px_09 [pix]	per_keypoint_rmse_px_10 [pix]	per_keypoint_pck5_pct_00 [%]	per_keypoint_pck5_pct_01 [%]	per_keypoint_pck5_pct_02 [%]	per_keypoint_pck5_pct_03 [%]	per_keypoint_pck5_pct_04 [%]	per_keypoint_pck5_pct_05 [%]	per_keypoint_pck5_pct_06 [%]	per_keypoint_pck5_pct_07 [%]	per_keypoint_pck5_pct_08 [%]	per_keypoint_pck5_pct_09 [%]	per_keypoint_pck5_pct_10 [%]	per_keypoint_pck10_pct_00 [%]	per_keypoint_pck10_pct_01 [%]	per_keypoint_pck10_pct_02 [%]	per_keypoint_pck10_pct_03 [%]	per_keypoint_pck10_pct_04 [%]	per_keypoint_pck10_pct_05 [%]	per_keypoint_pck10_pct_06 [%]	per_keypoint_pck10_pct_07 [%]	per_keypoint_pck10_pct_08 [%]	per_keypoint_pck10_pct_09 [%]	per_keypoint_pck10_pct_10 [%]	per_keypoint_pck05_bbox_pct_00 [%]	per_keypoint_pck05_bbox_pct_01 [%]	per_keypoint_pck05_bbox_pct_02 [%]	per_keypoint_pck05_bbox_pct_03 [%]	per_keypoint_pck05_bbox_pct_04 [%]	per_keypoint_pck05_bbox_pct_05 [%]	per_keypoint_pck05_bbox_pct_06 [%]	per_keypoint_pck05_bbox_pct_07 [%]	per_keypoint_pck05_bbox_pct_08 [%]	per_keypoint_pck05_bbox_pct_09 [%]	per_keypoint_pck05_bbox_pct_10 [%]	per_keypoint_pck10_bbox_pct_00 [%]	per_keypoint_pck10_bbox_pct_01 [%]	per_keypoint_pck10_bbox_pct_02 [%]	per_keypoint_pck10_bbox_pct_03 [%]	per_keypoint_pck10_bbox_pct_04 [%]	per_keypoint_pck10_bbox_pct_05 [%]	per_keypoint_pck10_bbox_pct_06 [%]	per_keypoint_pck10_bbox_pct_07 [%]	per_keypoint_pck10_bbox_pct_08 [%]	per_keypoint_pck10_bbox_pct_09 [%]	per_keypoint_pck10_bbox_pct_10 [%]	per_keypoint_peak_00 [-]	per_keypoint_peak_01 [-]	per_keypoint_peak_02 [-]	per_keypoint_peak_03 [-]	per_keypoint_peak_04 [-]	per_keypoint_peak_05 [-]	per_keypoint_peak_06 [-]	per_keypoint_peak_07 [-]	per_keypoint_peak_08 [-]	per_keypoint_peak_09 [-]	per_keypoint_peak_10 [-]	per_keypoint_peak2_00 [-]	per_keypoint_peak2_01 [-]	per_keypoint_peak2_02 [-]	per_keypoint_peak2_03 [-]	per_keypoint_peak2_04 [-]	per_keypoint_peak2_05 [-]	per_keypoint_peak2_06 [-]	per_keypoint_peak2_07 [-]	per_keypoint_peak2_08 [-]	per_keypoint_peak2_09 [-]	per_keypoint_peak2_10 [-]	per_keypoint_peak_ratio_00 [-]	per_keypoint_peak_ratio_01 [-]	per_keypoint_peak_ratio_02 [-]	per_keypoint_peak_ratio_03 [-]	per_keypoint_peak_ratio_04 [-]	per_keypoint_peak_ratio_05 [-]	per_keypoint_peak_ratio_06 [-]	per_keypoint_peak_ratio_07 [-]	per_keypoint_peak_ratio_08 [-]	per_keypoint_peak_ratio_09 [-]	per_keypoint_peak_ratio_10 [-]	per_keypoint_top1_to_gt_dist_hm_px_00 [pix]	per_keypoint_top1_to_gt_dist_hm_px_01 [pix]	per_keypoint_top1_to_gt_dist_hm_px_02 [pix]	per_keypoint_top1_to_gt_dist_hm_px_03 [pix]	per_keypoint_top1_to_gt_dist_hm_px_04 [pix]	per_keypoint_top1_to_gt_dist_hm_px_05 [pix]	per_keypoint_top1_to_gt_dist_hm_px_06 [pix]	per_keypoint_top1_to_gt_dist_hm_px_07 [pix]	per_keypoint_top1_to_gt_dist_hm_px_08 [pix]	per_keypoint_top1_to_gt_dist_hm_px_09 [pix]	per_keypoint_top1_to_gt_dist_hm_px_10 [pix]	per_keypoint_top2_to_gt_dist_hm_px_00 [pix]	per_keypoint_top2_to_gt_dist_hm_px_01 [pix]	per_keypoint_top2_to_gt_dist_hm_px_02 [pix]	per_keypoint_top2_to_gt_dist_hm_px_03 [pix]	per_keypoint_top2_to_gt_dist_hm_px_04 [pix]	per_keypoint_top2_to_gt_dist_hm_px_05 [pix]	per_keypoint_top2_to_gt_dist_hm_px_06 [pix]	per_keypoint_top2_to_gt_dist_hm_px_07 [pix]	per_keypoint_top2_to_gt_dist_hm_px_08 [pix]	per_keypoint_top2_to_gt_dist_hm_px_09 [pix]	per_keypoint_top2_to_gt_dist_hm_px_10 [pix]	pnp_fail_cnt [cnt]	pnp_eval_cnt [cnt]	pnp_ok_cnt [cnt]	raw_epnp_ok_cnt [cnt]	pnp_fail_pct [%]	pose_valid_cnt [cnt]	reproj_err_median_px [pix]	reprojection_error_median_px [pix]	eT_median [m]	eR_median [deg]	pnp_ransac_fail_cnt [cnt]	pnp_ransac_eval_cnt [cnt]	pnp_ransac_ok_cnt [cnt]	ransac_ok_cnt [cnt]	pnp_ransac_fail_pct [%]	pnp_ransac_inlier_cnt [cnt]	pnp_ransac_inlier_cnt_median [cnt]	eT_ransac [m]	eT_ransac_median [m]	eR_ransac [deg]	eR_ransac_median [deg]	per_keypoint_ransac_inlier_freq_pct_00 [%]	per_keypoint_ransac_inlier_freq_pct_01 [%]	per_keypoint_ransac_inlier_freq_pct_02 [%]	per_keypoint_ransac_inlier_freq_pct_03 [%]	per_keypoint_ransac_inlier_freq_pct_04 [%]	per_keypoint_ransac_inlier_freq_pct_05 [%]	per_keypoint_ransac_inlier_freq_pct_06 [%]	per_keypoint_ransac_inlier_freq_pct_07 [%]	per_keypoint_ransac_inlier_freq_pct_08 [%]	per_keypoint_ransac_inlier_freq_pct_09 [%]	per_keypoint_ransac_inlier_freq_pct_10 [%]
47	0.983235	0.028630	0.022521	0.022091	1.685649	1.373628	0.007559	0.006160	0.001700	0.001409	99.991482	99.998484	100.000000	97.063684	0.038521	0.002491	0.527297	0.007592	0.035434	0.034751	74.673486	141.866079	1.431273	1.284056	1.292008	1.318885	1.416623	1.416475	1.423967	1.502326	1.258792	1.246928	1.270031	97.487956	98.320480	98.472627	98.449345	97.621049	97.825174	97.827368	97.431593	97.842110	98.043575	97.991933	99.604267	99.794344	99.828385	99.698484	99.579691	99.706105	99.612632	99.563539	99.644792	99.751000	99.684321	99.974191	100.000000	100.000000	100.000000	99.991594	100.000000	99.991579	99.983213	99.991120	99.982214	100.000000	100.000000	100.000000	100.000000	100.000000	100.000000	100.000000	100.000000	100.000000	99.991120	99.991107	100.000000	0.038520	0.038753	0.038661	0.038813	0.038246	0.038485	0.038094	0.037963	0.038986	0.038912	0.038519	0.037023	0.037135	0.037037	0.037211	0.036736	0.036902	0.036585	0.036445	0.037600	0.037487	0.037105	1.040666	1.043796	1.044118	1.043285	1.041372	1.043146	1.041475	1.041812	1.037136	1.038219	1.038435	0.590758	0.540495	0.542519	0.550375	0.577572	0.568734	0.575177	0.599522	0.593062	0.586223	0.578244	0.787343	0.780572	0.780388	0.777475	0.790740	0.802215	0.799786	0.821234	0.751198	0.766252	0.762140	1.000000	11994.000000	11993.000000	11993.000000	0.008338	11367.000000	3.710975	3.710975	0.019792	0.715353	125.000000	11994.000000	11869.000000	11869.000000	1.042188	10.059230	11.000000	0.027124	0.019164	0.920504	0.703747	93.777624	95.455329	95.490281	95.245532	90.954603	93.332204	94.746685	91.155540	93.834761	95.056320	94.271845
48	0.972124	0.029614	0.022549	0.022106	1.659753	1.346427	0.007443	0.006038	0.001674	0.001385	99.992240	99.998484	100.000000	97.063684	0.038589	0.002472	0.526908	0.007437	0.035367	0.034738	74.550013	141.835205	1.424942	1.271883	1.247392	1.296513	1.400252	1.402286	1.396075	1.467638	1.239502	1.242858	1.251160	97.573985	98.303342	98.506950	98.630255	97.755548	97.993114	97.760000	97.439987	97.824350	98.221432	98.158541	99.673090	99.785775	99.836966	99.724328	99.646940	99.664120	99.646316	99.571932	99.724714	99.795465	99.754472	99.982794	100.000000	100.000000	100.000000	99.991594	100.000000	99.991579	99.983213	99.991120	99.982214	100.000000	100.000000	100.000000	100.000000	100.000000	100.000000	100.000000	100.000000	100.000000	99.991120	99.991107	100.000000	0.038106	0.038658	0.039004	0.038474	0.038417	0.038809	0.038657	0.038095	0.038711	0.038913	0.038828	0.036633	0.037051	0.037361	0.036925	0.036900	0.037192	0.037090	0.036560	0.037353	0.037457	0.037395	1.040421	1.043595	1.044244	1.042168	1.041360	1.043726	1.042495	1.042161	1.036546	1.039107	1.038573	0.589751	0.538027	0.532475	0.546172	0.573980	0.566015	0.568107	0.590685	0.593476	0.577829	0.577677	0.790849	0.781062	0.777509	0.779767	0.792503	0.801713	0.799399	0.816112	0.749425	0.759814	0.755389	0.000000	11994.000000	11994.000000	11994.000000	0.000000	11400.000000	3.723704	3.723704	0.020406	0.694588	139.000000	11994.000000	11855.000000	11855.000000	1.158913	10.084521	11.000000	0.027631	0.019538	0.895176	0.684773	93.778202	95.666811	95.469088	95.503082	91.538527	93.484900	94.749830	91.468792	94.393858	94.946333	94.638756
49	0.983918	0.028652	0.022604	0.022171	1.667721	1.358953	0.007479	0.006094	0.001681	0.001401	99.991975	100.000000	100.000000	97.063684	0.038582	0.002455	0.526859	0.007424	0.035617	0.034800	74.619706	141.874510	1.421528	1.263491	1.244732	1.336253	1.389036	1.411389	1.391751	1.487388	1.256445	1.225318	1.245797	97.479353	98.363325	98.369658	98.535493	97.772360	97.976320	97.785263	97.448380	97.850990	98.034682	98.088390	99.647281	99.794344	99.862708	99.724328	99.663753	99.630532	99.578947	99.571932	99.653672	99.759893	99.728166	99.991397	100.000000	100.000000	100.000000	100.000000	100.000000	99.983158	99.983213	99.982240	99.982214	100.000000	100.000000	100.000000	100.000000	100.000000	100.000000	100.000000	100.000000	100.000000	100.000000	100.000000	100.000000	0.038639	0.038646	0.038904	0.038616	0.038269	0.038627	0.038086	0.038206	0.038658	0.038928	0.039012	0.037117	0.037044	0.037276	0.037053	0.036755	0.037022	0.036581	0.036655	0.037327	0.037520	0.037572	1.041238	1.043492	1.043952	1.042431	1.041444	1.043617	1.041396	1.042502	1.035915	1.037816	1.038620	0.585818	0.539113	0.535513	0.553945	0.572526	0.569523	0.570381	0.596112	0.597335	0.579688	0.576565	0.793828	0.781591	0.774181	0.779350	0.789388	0.799277	0.796972	0.815564	0.751592	0.755356	0.754204	0.000000	11994.000000	11994.000000	11994.000000	0.000000	11387.000000	3.786030	3.786030	0.019784	0.708695	142.000000	11994.000000	11852.000000	11852.000000	1.183925	10.085724	11.000000	0.027072	0.018989	0.903942	0.694729	93.952278	95.898100	95.761246	95.362571	91.606491	93.246797	94.679040	91.330166	94.131309	95.426884	94.417947
50	0.950318	0.028431	0.021906	0.021465	1.650456	1.338713	0.007401	0.006003	0.001662	0.001374	99.992998	99.999242	100.000000	97.063684	0.039177	0.002492	0.525194	0.007581	0.035046	0.034694	74.694206	141.898622	1.396210	1.276251	1.250072	1.316377	1.375835	1.401024	1.388034	1.456916	1.238257	1.215010	1.231487	97.548176	98.354756	98.524112	98.561337	97.974109	97.833571	97.852632	97.624643	97.975313	98.159182	98.062083	99.630076	99.811482	99.836966	99.758787	99.638534	99.655723	99.637895	99.588719	99.689193	99.786572	99.719397	99.991397	100.000000	100.000000	100.000000	99.991594	100.000000	99.991579	99.983213	99.991120	99.982214	100.000000	100.000000	100.000000	100.000000	100.000000	100.000000	100.000000	100.000000	100.000000	99.991120	100.000000	100.000000	0.039131	0.039214	0.039213	0.039104	0.039196	0.038972	0.038828	0.038676	0.039802	0.039643	0.039399	0.037591	0.037557	0.037540	0.037487	0.037620	0.037347	0.037259	0.037094	0.038369	0.038189	0.037950	1.041241	1.044360	1.044867	1.043377	1.042202	1.043775	1.042379	1.042902	1.037682	1.038361	1.038548	0.582922	0.538305	0.535091	0.552422	0.569237	0.566168	0.568141	0.588967	0.595098	0.578606	0.575237	0.787713	0.783223	0.777386	0.780089	0.793540	0.798403	0.798956	0.810352	0.747299	0.746935	0.748843	1.000000	11994.000000	11993.000000	11993.000000	0.008338	11389.000000	3.643567	3.643567	0.019782	0.689845	138.000000	11994.000000	11856.000000	11856.000000	1.150575	10.089406	11.000000	0.026788	0.019269	0.879662	0.676749	94.204407	95.657054	95.495418	95.571379	91.498938	92.867441	94.818785	91.564222	94.677621	95.350501	94.471430
51	0.969765	0.028312	0.022262	0.021820	1.649527	1.334223	0.007397	0.005983	0.001662	0.001379	99.992998	99.998484	100.000000	97.063684	0.038748	0.002466	0.526349	0.007436	0.035317	0.034717	74.618973	141.796992	1.397461	1.263266	1.231656	1.292780	1.386063	1.387678	1.374933	1.464767	1.249582	1.224920	1.252531	97.582588	98.337618	98.558435	98.526878	97.805985	97.892350	97.894737	97.641430	98.028594	98.248110	97.948088	99.664487	99.802913	99.854127	99.715713	99.705783	99.697708	99.621053	99.571932	99.715833	99.813250	99.719397	99.991397	100.000000	100.000000	100.000000	99.991594	100.000000	99.991579	99.983213	99.991120	99.982214	100.000000	100.000000	100.000000	100.000000	100.000000	100.000000	100.000000	100.000000	100.000000	99.991120	99.991107	100.000000	0.038737	0.038764	0.039038	0.039006	0.038536	0.038242	0.038362	0.038398	0.039198	0.039051	0.039133	0.037220	0.037157	0.037395	0.037406	0.037008	0.036674	0.036822	0.036838	0.037766	0.037604	0.037731	1.040993	1.043478	1.044232	1.042985	1.041556	1.042984	1.042058	1.042567	1.038111	1.038747	1.037477	0.583754	0.539014	0.530457	0.545222	0.569703	0.566280	0.564135	0.586120	0.585855	0.573829	0.576515	0.785861	0.782403	0.776980	0.777557	0.792051	0.799348	0.797953	0.815286	0.753403	0.753604	0.746449	0.000000	11994.000000	11994.000000	11994.000000	0.000000	11393.000000	3.683767	3.683767	0.019717	0.692970	148.000000	11994.000000	11846.000000	11846.000000	1.233950	10.097332	11.000000	0.026419	0.018749	0.884420	0.683330	94.027259	95.844492	95.632244	95.457309	91.898325	93.244505	95.205654	91.496945	94.389852	95.160569	94.353627
52	0.973041	0.028605	0.022480	0.022033	1.643649	1.341459	0.007371	0.006016	0.001657	0.001377	99.993166	99.999242	100.000000	97.063684	0.038532	0.002423	0.526924	0.007281	0.035519	0.034808	74.647552	141.784020	1.417761	1.263014	1.231292	1.291691	1.366830	1.390819	1.363724	1.448106	1.238501	1.221500	1.236186	97.505162	98.354756	98.541273	98.535493	97.864829	97.993114	97.920000	97.649824	97.842110	98.248110	98.018239	99.673090	99.802913	99.862708	99.732943	99.697377	99.706105	99.637895	99.571932	99.627031	99.804357	99.710628	99.982794	100.000000	100.000000	100.000000	100.000000	100.000000	99.991579	99.983213	99.991120	99.982214	100.000000	100.000000	100.000000	100.000000	100.000000	100.000000	100.000000	100.000000	100.000000	99.991120	100.000000	100.000000	0.038230	0.038819	0.038792	0.038758	0.038525	0.038123	0.038096	0.038362	0.038883	0.038693	0.038751	0.036743	0.037210	0.037183	0.037191	0.036982	0.036561	0.036595	0.036816	0.037496	0.037275	0.037319	1.040691	1.043516	1.043552	1.042392	1.041996	1.042959	1.041239	1.042185	1.037234	1.038276	1.038654	0.589349	0.537881	0.532857	0.545393	0.565131	0.565548	0.563405	0.586204	0.589575	0.577018	0.572435	0.791776	0.782980	0.776429	0.778286	0.790528	0.797089	0.797809	0.807653	0.749550	0.757944	0.751917	0.000000	11994.000000	11994.000000	11994.000000	0.000000	11403.000000	3.681748	3.681748	0.019294	0.704407	137.000000	11994.000000	11857.000000	11857.000000	1.142238	10.097326	11.000000	0.026679	0.018629	0.898854	0.690605	94.109993	95.915724	95.623973	95.668403	91.508873	93.426633	95.183799	91.478718	94.543181	95.260240	94.364953
53	0.941545	0.027925	0.021700	0.021246	1.629282	1.313898	0.007306	0.005892	0.001639	0.001356	99.992240	99.999242	100.000000	97.063684	0.038754	0.002437	0.526449	0.007407	0.035157	0.034672	74.602177	141.775758	1.389970	1.242474	1.217069	1.285751	1.358681	1.380420	1.367159	1.447436	1.214941	1.208906	1.228841	97.651411	98.431877	98.592758	98.587181	97.906859	97.976320	97.903158	97.616250	97.975313	98.283682	98.114697	99.647281	99.802913	99.854127	99.724328	99.646940	99.655723	99.646316	99.571932	99.706953	99.813250	99.684321	99.982794	100.000000	100.000000	100.000000	99.991594	100.000000	99.991579	99.983213	99.991120	99.982214	100.000000	100.000000	100.000000	100.000000	100.000000	100.000000	100.000000	100.000000	100.000000	99.991120	100.000000	100.000000	0.038588	0.038901	0.039221	0.038701	0.038736	0.038448	0.038570	0.038371	0.038943	0.039029	0.038965	0.037084	0.037274	0.037546	0.037138	0.037180	0.036867	0.037016	0.036819	0.037572	0.037588	0.037499	1.040812	1.043948	1.044896	1.042327	1.042122	1.043122	1.042237	1.042394	1.036756	1.038590	1.039390	0.582279	0.533589	0.529258	0.542917	0.564630	0.561562	0.561362	0.584470	0.591997	0.573559	0.567663	0.790709	0.778935	0.774289	0.778335	0.790540	0.795607	0.795126	0.810614	0.744849	0.754117	0.754613	1.000000	11994.000000	11993.000000	11993.000000	0.008338	11405.000000	3.595264	3.595264	0.019319	0.678741	140.000000	11994.000000	11854.000000	11854.000000	1.167250	10.099544	11.000000	0.026457	0.018693	0.872818	0.667251	94.274809	95.691962	95.475387	95.649909	91.728238	93.487110	94.918716	91.468792	94.375502	95.544023	94.499868
54	0.932244	0.027729	0.021465	0.021009	1.615664	1.301284	0.007245	0.005835	0.001623	0.001342	99.991482	99.999242	100.000000	97.063684	0.038598	0.002390	0.526700	0.007130	0.035263	0.034653	74.594754	141.781204	1.368844	1.234121	1.210540	1.266725	1.343214	1.363583	1.353095	1.432610	1.236763	1.198512	1.215966	97.556779	98.466153	98.592758	98.561337	97.923672	98.018305	97.936842	97.574282	97.904271	98.310360	98.176079	99.647281	99.802913	99.862708	99.741558	99.714190	99.672517	99.646316	99.555145	99.706953	99.804357	99.693090	99.974191	100.000000	100.000000	100.000000	99.991594	100.000000	99.991579	99.983213	99.991120	99.982214	100.000000	100.000000	100.000000	100.000000	100.000000	100.000000	100.000000	100.000000	100.000000	99.991120	100.000000	100.000000	0.038559	0.038596	0.038722	0.038602	0.038598	0.038535	0.038342	0.038498	0.038820	0.038673	0.038798	0.037064	0.036997	0.037098	0.037053	0.037065	0.036955	0.036819	0.036943	0.037387	0.037266	0.037350	1.040587	1.043455	1.044053	1.042062	1.041642	1.043024	1.041624	1.042339	1.038562	1.037945	1.039023	0.582027	0.532858	0.532129	0.541469	0.562636	0.560222	0.561924	0.584262	0.582663	0.567755	0.564011	0.786581	0.778588	0.773498	0.772221	0.784844	0.794933	0.797068	0.811643	0.754343	0.753330	0.749818	1.000000	11994.000000	11993.000000	11993.000000	0.008338	11423.000000	3.557545	3.557545	0.019166	0.671003	130.000000	11994.000000	11864.000000	11864.000000	1.083875	10.112104	11.000000	0.026137	0.018288	0.867388	0.660025	93.983528	95.805644	95.766007	95.696312	91.887305	93.601153	95.008079	91.634884	94.751874	95.645176	94.888320
55	0.945723	0.027779	0.021786	0.021332	1.620255	1.307114	0.007266	0.005861	0.001629	0.001346	99.993166	99.999242	100.000000	97.063684	0.038674	0.002397	0.526483	0.007183	0.035629	0.034836	74.645637	141.844692	1.366779	1.240058	1.213713	1.273544	1.355885	1.369506	1.349538	1.432308	1.217316	1.216523	1.221470	97.703028	98.517566	98.549854	98.518263	97.923672	97.951129	97.903158	97.540708	97.939792	98.176968	98.132234	99.681693	99.837189	99.845547	99.724328	99.688971	99.680914	99.646316	99.563539	99.671432	99.795465	99.684321	99.982794	100.000000	100.000000	100.000000	100.000000	100.000000	99.991579	99.983213	99.991120	99.982214	100.000000	100.000000	100.000000	100.000000	100.000000	100.000000	100.000000	100.000000	100.000000	99.991120	100.000000	100.000000	0.038493	0.038623	0.038775	0.038616	0.038598	0.038679	0.038565	0.038621	0.038792	0.039033	0.038794	0.037018	0.037020	0.037146	0.037056	0.037070	0.037079	0.037023	0.037068	0.037429	0.037610	0.037357	1.040096	1.043573	1.044130	1.042340	1.041513	1.043451	1.041889	1.042134	1.036646	1.038073	1.038742	0.582205	0.534067	0.529277	0.543517	0.567281	0.561970	0.561563	0.585002	0.586249	0.569908	0.568154	0.780981	0.776460	0.773923	0.778659	0.783669	0.797379	0.797438	0.808369	0.746491	0.748120	0.751918	0.000000	11994.000000	11994.000000	11994.000000	0.000000	11413.000000	3.622393	3.622393	0.018911	0.675075	132.000000	11994.000000	11862.000000	11862.000000	1.100550	10.106474	11.000000	0.026065	0.018293	0.872998	0.666295	94.157420	95.840525	95.765275	95.607639	91.665252	93.650390	95.066769	91.651127	94.546591	95.324095	94.695030
56	0.923007	0.027375	0.021263	0.020804	1.601546	1.291263	0.007182	0.005790	0.001610	0.001328	99.993166	99.999242	100.000000	97.063684	0.038975	0.002422	0.525706	0.007316	0.034999	0.034543	74.582113	141.766044	1.369317	1.222687	1.199725	1.254612	1.341506	1.357301	1.342716	1.417415	1.203309	1.194144	1.209471	97.720234	98.414739	98.687146	98.621640	97.948890	98.001511	97.953684	97.775726	98.019714	98.310360	98.263767	99.664487	99.820051	99.854127	99.741558	99.722596	99.706105	99.629474	99.580326	99.724714	99.813250	99.745703	99.982794	100.000000	100.000000	100.000000	100.000000	100.000000	99.991579	99.983213	99.991120	99.982214	100.000000	100.000000	100.000000	100.000000	100.000000	100.000000	100.000000	100.000000	100.000000	99.991120	100.000000	100.000000	0.038675	0.038958	0.039213	0.038893	0.038780	0.038756	0.038745	0.038676	0.039604	0.039585	0.039082	0.037171	0.037332	0.037553	0.037307	0.037236	0.037146	0.037185	0.037103	0.038160	0.038105	0.037621	1.040697	1.043783	1.044496	1.042762	1.041742	1.043622	1.042204	1.042644	1.038074	1.039098	1.039123	0.576504	0.531256	0.528523	0.541706	0.562298	0.561490	0.560003	0.580484	0.582511	0.564371	0.562596	0.783970	0.777197	0.771185	0.770125	0.786599	0.794240	0.796000	0.804725	0.745464	0.755008	0.749523	1.000000	11994.000000	11993.000000	11993.000000	0.008338	11437.000000	3.530584	3.530584	0.018966	0.666021	138.000000	11994.000000	11856.000000	11856.000000	1.150575	10.122723	11.000000	0.025871	0.018311	0.850289	0.653675	94.396739	95.882962	95.780007	95.709944	92.026155	93.698049	95.131086	92.181140	94.741071	95.357782	94.693157
57	0.949153	0.028153	0.021957	0.021515	1.605198	1.303269	0.007198	0.005844	0.001616	0.001337	99.992998	99.999242	100.000000	97.063684	0.038650	0.002360	0.526470	0.007109	0.035630	0.034835	74.691737	141.911901	1.367651	1.228489	1.203856	1.273084	1.336173	1.357662	1.344236	1.427056	1.207465	1.193948	1.198622	97.711631	98.431877	98.635662	98.544108	97.940484	98.001511	98.029474	97.599463	98.064115	98.381503	98.167310	99.638679	99.837189	99.862708	99.698484	99.688971	99.672517	99.654737	99.555145	99.689193	99.822143	99.693090	99.991397	100.000000	100.000000	100.000000	99.991594	100.000000	99.991579	99.983213	99.991120	99.982214	100.000000	100.000000	100.000000	100.000000	100.000000	100.000000	100.000000	100.000000	100.000000	99.991120	100.000000	100.000000	0.038559	0.038794	0.038682	0.038679	0.038627	0.038823	0.038330	0.038309	0.038991	0.038690	0.038814	0.037067	0.037180	0.037060	0.037114	0.037098	0.037212	0.036812	0.036763	0.037618	0.037300	0.037409	1.040493	1.043708	1.044060	1.042406	1.041496	1.043587	1.041504	1.042298	1.036770	1.037527	1.037860	0.581597	0.530889	0.527719	0.545277	0.564133	0.558511	0.560101	0.582708	0.586232	0.569318	0.565005	0.783387	0.781428	0.771304	0.773940	0.786209	0.792809	0.797401	0.806181	0.743294	0.749693	0.748565	0.000000	11994.000000	11994.000000	11994.000000	0.000000	11416.000000	3.613463	3.613463	0.019162	0.673969	140.000000	11994.000000	11854.000000	11854.000000	1.167250	10.125359	11.000000	0.026013	0.018334	0.865849	0.659811	94.317196	96.037296	95.789383	95.677459	92.083581	93.698049	95.037876	92.196777	94.678571	95.339893	94.852097
58	0.939163	0.028262	0.021746	0.021284	1.597713	1.291165	0.007165	0.005790	0.001608	0.001330	99.992240	99.999242	100.000000	97.063684	0.038699	0.002366	0.526377	0.007090	0.035203	0.034562	74.583484	141.884807	1.355788	1.215784	1.197070	1.251916	1.337944	1.354016	1.342868	1.414832	1.206995	1.193811	1.202911	97.711631	98.440446	98.678565	98.630255	97.974109	98.043497	97.852632	97.784120	97.975313	98.328146	98.272536	99.673090	99.811482	99.854127	99.732943	99.688971	99.680914	99.671579	99.597113	99.671432	99.831036	99.736934	99.982794	100.000000	100.000000	100.000000	99.991594	100.000000	99.991579	99.983213	99.991120	99.982214	100.000000	100.000000	100.000000	100.000000	100.000000	100.000000	100.000000	100.000000	100.000000	99.991120	100.000000	100.000000	0.038491	0.038858	0.038936	0.038898	0.038646	0.038589	0.038472	0.038415	0.039049	0.038827	0.038678	0.037001	0.037240	0.037298	0.037322	0.037111	0.036992	0.036936	0.036859	0.037642	0.037394	0.037270	1.040539	1.043708	1.044207	1.042507	1.041658	1.043467	1.041818	1.042457	1.037638	1.038549	1.038061	0.577863	0.529251	0.527067	0.538367	0.560857	0.559065	0.556236	0.583647	0.583256	0.569543	0.562919	0.786756	0.777062	0.772067	0.769540	0.788331	0.792857	0.789927	0.806640	0.746413	0.751661	0.743825	0.000000	11994.000000	11994.000000	11994.000000	0.000000	11415.000000	3.835436	3.835436	0.019504	0.666840	132.000000	11994.000000	11862.000000	11862.000000	1.100550	10.122745	11.000000	0.026130	0.018586	0.855991	0.657093	94.589908	95.969969	95.731075	95.774770	91.970803	93.836894	95.109713	92.076271	94.555030	95.215525	94.740094
